"a","b","[least_squares]"
0.0,0.0,17.708891072
-0.00122240118438,0.958794229642,17.6592810746
-0.00224772428644,0.969669382137,17.6592167543
-0.0022115912478,0.969293549788,17.6592167522
-0.0022113519057,0.969291741485,17.6592167522
